1,9,4,5,6,7,8,3,23,1 ,2,10,20,3.5,8.5,825,6.5,2.3,18,5.3,13,97,45,97.5,95,92.5,21,1000,15.4,5.28,nan ,6.9,78,9.5,16,2.85,17,5.5,600,19,570,100,11,8.2,64,15,50,7.7,635,57,14,26,10.5,9.6,8.8,65,63,3.3,530,85,250,922,30,7.5,3.4,4.5,94,89,84,83,77,71,200,235,230,220,210,190,140,93,915,640,560,723,33,25,99,98,90,923,12,6.6,6.7,8.43,7.26,7.69,6.66,119,60,4.75
39,19,12,9,14,18,17,21,100,39,35,15,28,1,1,1,1,33,17,1,60,68,1,1,1,1,50,41,25,1,33,1,20,11,1,1,27,1,7,1,1,7,4,55,25,25,1,1,40,1,18,10,1,22,1,81,10,1,50,1,1,1,1,1,60,1,100,50,100,1,100,5,1,1,1,1,1,1,1,100,1,1,1,1,40,1,25,1,1,1,15,1,1,1,1,1,1,1,1,1
39,30,22,31,34,35,19,38,1,40,28,40,57,14,68,66,1,33,35,1,23,1,28,25,16,100,50,29,75,1,47,50,1,7,100,100,33,100,42,25,50,28,48,22,12,48,44,13,60,1,40,6,16,33,1,18,1,100,25,44,1,16,100,1,40,1,1,50,1,100,1,82,62,100,1,1,1,1,100,1,50,100,1,20,10,8,75,1,1,1,30,1,10,1,1,11,9,1,1,1
20,44,57,56,43,43,56,38,1,18,31,44,14,85,31,33,100,33,47,100,16,15,71,75,77,1,1,29,1,100,19,50,20,57,1,1,27,1,28,67,50,60,46,22,62,25,33,52,1,100,33,83,83,11,50,1,90,1,25,55,100,83,1,100,1,20,1,1,1,1,1,11,37,1,100,100,100,100,1,1,50,1,100,80,50,52,1,100,100,100,53,100,70,100,100,66,90,1,100,1
1,4,7,3,6,2,6,1,1,1,4,1,1,1,1,1,1,1,1,1,1,15,1,1,5,1,1,1,1,1,1,1,60,23,1,1,11,1,21,7,1,2,1,1,1,1,22,34,1,1,7,1,1,33,50,1,1,1,1,1,1,1,1,1,1,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,1,1,20,1,1,22,1,100,1,100
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
