0.0,0.162,0.032,0.065,0.097,0.129,0.123,2.0,0.16,0.8,0.14,0.5,1.0,2.36,0.15,0.095,0.135,0.2,0.12,35.0,57.23,3.0,0.67,0.1425,0.153,0.17,3.5,0.09,0.1,0.23,0.115,0.75,0.05,0.145,0.19,0.6,0.7,0.4,15.0,0.41,0.45,0.1615,0.21,0.1146,0.0782,2.85,0.57,0.03,7.2,0.35,0.49,1.36,3.92,2.64,0.13,0.1583,0.025,0.37,0.63,0.56,0.24,0.08,0.07,0.26,17.0,0.336,0.11,0.595,4.0,0.1665,0.125,0.175,0.075,2.55,2.4,2.25,2.1,0.38,0.36,0.34,0.9,0.04,0.975,0.95,0.85,16.0,0.25,8.0,0.54,1.5,0.06,1.275,1.7,2.125,2.04,2.21,0.1235,0.84,0.83,0.82,0.81,0.665,0.152,0.3,3.4,7.65,0.0664,0.2668,0.133,0.02,0.93,0.79,0.33,0.765,0.01,0.61
29,33,1,1,1,1,1,30,7,8,8,9,5,1,4,1,11,9,4,1,1,24,25,4,1,9,50,1,7,33,1,94,1,1,1,30,50,50,35,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,20,33,1,100,1,1,1,37,1,1,11,1,9,1,1,1,1,1,1,33,33,40,1,1,1,1,1,1,1,1,63,1,1,1,12,1,1,1,66,1,28,1,1,1,1,1,1,1,1,1,1,100,25,1,1,1,100,1,1,1,1,100
35,33,1,1,1,100,1,1,18,58,18,9,23,50,14,50,11,28,6,100,1,64,50,20,1,33,50,1,24,25,50,5,9,1,1,40,1,50,64,1,1,28,1,100,100,100,66,1,100,1,1,1,100,100,8,45,8,1,1,1,100,37,12,50,11,100,1,1,66,1,1,1,12,66,66,60,100,66,1,1,1,75,1,1,27,1,1,1,62,1,1,100,33,1,28,1,1,1,1,100,100,1,1,28,100,1,25,33,50,1,1,83,1,1,1,1
32,33,1,100,100,1,33,53,65,33,60,63,70,50,65,50,77,61,60,1,100,12,25,70,60,56,1,22,52,41,37,1,57,76,60,20,50,1,1,50,28,59,100,1,1,1,33,33,1,50,42,100,1,1,64,20,91,1,66,100,1,25,50,50,77,1,61,100,33,100,100,100,75,1,1,1,1,33,83,100,81,12,100,100,9,100,45,100,25,100,1,1,1,100,42,100,100,100,100,1,1,1,100,42,1,1,50,66,50,1,1,16,100,91,100,1
2,1,100,1,1,1,66,15,8,1,12,18,1,1,14,1,1,1,27,1,1,1,1,4,40,1,1,77,15,1,12,1,33,23,40,10,1,1,1,50,71,3,1,1,1,1,1,66,1,50,57,1,1,1,8,1,1,1,33,1,1,1,37,1,1,1,28,1,1,1,1,1,12,1,1,1,1,1,16,1,18,12,1,1,1,1,54,1,1,1,100,1,1,1,1,1,1,1,1,1,1,100,1,28,1,1,1,1,1,100,1,1,1,8,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
