1,2,3,4,12,6,10,0
26,33,22,40,100,1,1,1
32,36,44,60,1,100,1,20
37,25,32,1,1,1,100,20
3,4,1,1,1,1,1,60
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
