0.0,70.0,150.0,100.0,350.0,120.0,60.0,90.0,250.0,80.0,40.0,135.0,75.0,165.0,140.0,110.0,85.0,95.0,180.0,160.0,170.0,50.0,145.0,25.0,130.0
27,20,21,42,55,33,1,16,100,21,22,1,22,30,1,16,1,1,1,1,50,33,25,50,42
33,51,50,35,44,46,37,66,1,42,77,1,5,60,1,66,66,100,42,70,50,53,25,50,57
36,27,28,21,1,20,62,16,1,36,1,93,66,10,37,16,33,1,57,30,1,13,50,1,1
3,1,1,1,1,1,1,1,1,1,1,6,5,1,62,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
