0.0,0.129,0.097,0.065,0.032,0.48,2.0,0.15,2.28,1.35,2.56,0.05,0.11,0.1,0.12,2.4,0.43,1.5,1.0,0.5,0.153,0.025
27,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,1,1,1,100,50,7,1,100,100,1,1,1,50,1,1,1,1,5,1,28,1
36,1,100,100,1,50,64,1,1,1,100,100,100,50,1,100,100,100,55,100,57,1
3,100,1,1,1,1,21,100,1,1,1,1,1,1,100,1,1,1,38,1,14,100
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
