1,10,60,50,40,9,6,14,30,2,8,100,25,12,22,15,33,20,5,45,27,48,7,32,21,4,62,34,16,18,80,38,3,36,24,70,43,41,68,90,39,11,85,54,158,130,13,29,19,135,89,35,28,17,98,767,262,150,76,99,51,37,75,42,47,23,31,26,44,65,66,120,55,64,52,61,74,78,92,72,200,57,133
26,26,14,18,25,25,41,13,15,34,27,14,23,28,17,21,50,17,33,65,1,51,13,13,1,35,100,1,36,28,1,25,52,31,17,50,4,1,1,1,75,47,1,1,1,1,16,60,1,1,1,1,5,18,1,100,100,66,1,1,1,1,11,1,40,12,20,25,46,1,20,85,1,1,25,1,1,1,1,100,1,1,100
32,39,20,32,29,39,38,41,34,33,44,54,27,46,31,40,12,35,42,5,21,17,27,41,33,35,1,33,30,36,1,1,28,41,35,1,17,1,1,1,1,34,50,16,100,100,66,1,25,100,100,22,41,21,1,1,1,33,100,1,66,1,55,33,40,25,20,41,38,80,1,7,100,11,25,20,1,100,1,1,1,100,1
36,31,46,46,41,31,19,36,48,30,27,29,48,24,51,36,37,42,22,30,71,31,58,45,44,26,1,66,32,34,100,75,17,27,47,50,60,100,100,100,25,17,50,83,1,1,16,40,75,1,1,72,23,56,100,1,1,1,1,100,33,100,33,66,20,62,60,33,15,20,80,7,1,88,37,80,1,1,100,1,51,1,1
4,2,20,1,3,4,1,8,1,1,1,2,1,1,1,1,1,3,1,1,7,1,1,1,22,2,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,29,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,100,1,1,1,48,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
