1.0,0.05,0.6,0.01,0.02,0.03,0.9,0.85,3.0,0.95,0.8,0.75,0.7,0.38,0.1,2.0,0.08,0.25,0.5,0.83,0.33,0.06,0.2,0.025,0.075,0.88,0.3,0.0125,0.17,0.94,0.15,0.4,0.975,0.07,1.6,0.12,1.95,1.9,1.85,1.8,0.14,0.67,0.96,0.005,0.66,0.04,0.65,0.97,0.125,0.87,0.21,0.29,4.0,0.84,0.57,1.4,0.76,0.28,0.017,0.86,0.81,0.92,0.09,0.13,0.82,0.085,0.1665,0.175,0.225,0.71,0.065,0.35,0.16,0.98,0.52,8.0,0.45,0.11,0.79,0.32,6.8,1.7,3.4,5.1,8.5,0.285,0.091,0.2668,0.0664,0.133,0.54,0.015,1.5
31,7,9,17,30,18,3,5,97,7,11,37,12,1,17,53,19,40,31,12,35,1,15,1,1,1,7,1,23,25,18,11,1,1,1,1,100,100,100,50,1,33,1,33,1,13,1,1,4,1,40,1,100,5,25,50,1,1,1,1,2,1,10,1,1,1,1,1,1,1,1,100,1,1,1,1,100,1,1,1,1,100,100,1,1,1,1,1,7,1,1,100,1
37,17,22,8,37,29,10,20,1,9,22,21,16,50,23,33,43,26,42,22,50,7,49,1,1,1,21,1,31,50,29,54,1,16,50,75,1,1,1,50,7,20,1,1,28,18,66,1,2,15,30,1,1,27,25,50,8,1,1,20,14,1,10,50,100,28,1,1,1,1,1,1,100,33,100,100,1,50,20,100,37,1,1,100,100,1,1,50,28,50,50,1,100
29,62,67,73,20,51,60,65,1,39,62,38,64,50,51,11,31,29,25,60,14,67,33,83,100,66,56,100,44,25,47,33,50,56,50,25,1,1,1,1,92,26,100,66,71,62,33,33,92,68,30,87,1,61,50,1,91,100,100,80,36,10,57,1,1,71,100,100,100,50,100,1,1,66,1,1,1,40,40,1,62,1,1,1,1,1,100,50,64,50,50,1,1
1,11,1,1,11,1,25,8,1,43,3,2,8,1,7,1,5,3,1,4,1,22,2,16,1,33,14,1,1,1,5,1,50,28,1,1,1,1,1,1,1,20,1,1,1,4,1,66,1,15,1,12,1,5,1,1,1,1,1,1,46,90,21,50,1,1,1,1,1,50,1,1,1,1,1,1,1,10,40,1,1,1,1,1,1,100,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
