0.0,130.0,100.0,150.0,10.0,70.0,200.0,1.0,35.0,120.0,50.0,154.0,110.0,80.0,20.0,4900.0,250.0,60.0,7.0,500.0,350.0,30.0,40.0,135.0,25.0,8.5,55.0,101.0,12.0,18.0,24.0,11.0,1.5,90.0,700.0,160.0,15.0,201.0,202.0,125.0
26,50,24,22,57,10,60,73,100,35,25,1,23,28,83,100,16,66,1,1,1,80,33,100,33,1,83,100,29,1,1,33,62,1,1,1,1,100,100,1
33,50,39,40,42,20,25,26,1,52,71,100,42,43,16,1,66,1,33,1,100,20,66,1,33,1,16,1,41,100,100,66,37,40,25,1,30,1,1,100
36,1,33,35,1,69,15,1,1,12,3,1,33,25,1,1,16,16,66,100,1,1,1,1,33,100,1,1,29,1,1,1,1,60,75,100,70,1,1,1
3,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
