0, 1, 99, 98, nan, 0.03, 0.01, 0.05, 96, 7, 6, 0.1, 0.5, 0.2, 5, 25, 70, 3, 0.25, 1 , 50, 200, 20, 9,0.0,1.0,3.0,4.0,0.9,0.8,0.7,0.6,0.5,0.12,0.25,0.35,100.0,6.2,1.3,5.0,10.0,33.0,9.9,9.5,9.3,50.0,0.05,7.0, 95
27,18,80,75,33,1,1,50,100,27,1,1,1,28,100,1,16,13,75,23,1,1,1,1,27,11,5,1,1,1,1,1,1,1,1,1,1,1,1,23,100,40,1,1,1,1,1,1,1
33,29,1,1,12,1,1,25,1,27,9,1,75,14,1,1,50,66,25,61,100,50,100,50,33,24,25,1,1,1,1,1,1,1,1,1,55,100,1,15,1,10,100,1,100,1,100,20,1
35,42,20,25,48,100,100,25,1,45,54,90,25,57,1,75,33,20,1,15,1,50,1,50,36,44,50,16,100,100,100,100,100,100,100,100,44,1,100,61,1,50,1,100,1,100,1,60,100
3,9,1,1,5,1,1,1,1,1,36,10,1,1,1,25,1,1,1,1,1,1,1,1,2,19,20,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
