0.0,1.0,4.0,2.0,3.0,1.85,0.1
27,25,4,50,1,1,1
33,75,4,50,6,1,11
36,1,76,1,60,1,88
3,1,14,1,33,100,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
